Id,Creation Time,Tags,params/model,params/epochs,params/batch size,params/criterion,params/optimazer,params/lr,train/accuracy (last),val/accuracy (last),train/auc,val/auc,train/runtime
KAG-141,2023-07-06 01:08:13,"[""fe"",""transf 1""]",convnext_large,20,12,CrossEntropyLoss,AdamW,0.001,0.7929334011184545,0.8090687271248475,0.7833581461441766,0.7861921042500835,75.0
KAG-142,2023-07-06 02:27:16,"[""fe"",""transf 1""]",convnext_large,20,12,CrossEntropyLoss,Adamax,0.002,0.7957803762074225,0.8106954046360308,0.7894487687168456,0.7886895222493,75.0
KAG-143,2023-07-06 03:46:19,"[""fe"",""transf 1""]",convnext_large,20,12,CrossEntropyLoss,NAdam,0.002,0.7893238434163701,0.8096787311915412,0.7848785212346452,0.7839521443749692,75.0
KAG-144,2023-07-06 05:05:27,"[""fe"",""transf 1""]",convnext_large,20,12,CrossEntropyLoss,RAdam,0.001,0.7917641077783426,0.8117120780805205,0.788576719813316,0.7893428659615134,75.0
KAG-145,2023-07-06 06:24:46,"[""fe"",""transf 2""]",convnext_large,20,12,CrossEntropyLoss,Adadelta,1.0,0.8100152516522623,0.7864985766571777,0.8041518513549993,0.7523426675417486,75.0
KAG-146,2023-07-06 07:43:42,"[""fe"",""transf 2""]",convnext_large,20,12,CrossEntropyLoss,Adagrad,0.01,0.8050330452465684,0.785888572590484,0.8105114035915806,0.7656850187990007,75.0
KAG-147,2023-07-06 09:02:41,"[""fe"",""transf 2""]",convnext_large,20,12,CrossEntropyLoss,AdamW,0.001,0.8145907473309608,0.7846685644570963,0.7982295226407377,0.7600972553628452,75.0
KAG-148,2023-07-06 10:21:35,"[""fe"",""transf 2""]",convnext_large,20,12,CrossEntropyLoss,Adamax,0.002,0.8138281647178444,0.7905652704351362,0.7944645007212641,0.7594728478663092,75.0
KAG-149,2023-07-06 11:39:06,"[""fe"",""transf 0""]",convnext_large,20,12,CrossEntropyLoss,NAdam,0.002,0.7936959837315709,0.8086620577470517,0.7877735280332426,0.7920765433920284,77.0
KAG-150,2023-07-06 11:40:32,"[""fe"",""transf 2""]",convnext_large,20,12,CrossEntropyLoss,NAdam,0.002,0.8083375699034062,0.7824318828792192,0.7966588395845651,0.7495270571635471,97.0
KAG-151,2023-07-06 13:00:50,"[""fe"",""transf 0""]",convnext_large,20,12,CrossEntropyLoss,RAdam,0.001,0.793950177935943,0.8084587230581537,0.7834564169320687,0.789129607111907,77.0
KAG-152,2023-07-06 13:22:38,"[""fe"",""transf 2""]",convnext_large,20,12,CrossEntropyLoss,RAdam,0.001,0.8120996441281139,0.785888572590484,0.7990650893257877,0.768553731902676,89.0
KAG-153,2023-07-06 17:29:51,"[""fe"",""transf 0""]",convnext_large,100,12,CrossEntropyLoss,AdamW,0.001,0.7947635993899339,0.8084587230581537,0.785607476635514,0.7927948610976854,379.0
KAG-154,2023-07-06 17:30:30,"[""fe"",""transf 0""]",convnext_large,100,12,CrossEntropyLoss,Adam,0.001,0.7945094051855618,0.8096787311915412,0.7845958718186954,0.7890751264714012,474.0
KAG-155,2023-07-06 23:53:21,"[""fe"",""transf 0""]",convnext_large,100,12,CrossEntropyLoss,Adamax,0.002,0.7947635993899339,0.8119154127694185,0.7849781898340678,0.7914719566732635,379.0
KAG-156,2023-07-07 01:29:38,"[""fe"",""transf 0""]",convnext_large,100,12,CrossEntropyLoss,NAdam,0.002,0.7923741738688358,0.8096787311915412,0.7877084006154345,0.7897115112293716,436.0
KAG-158,2023-07-07 09:41:46,"[""fe"",""transf 0""]",convnext_large,30,32,CrossEntropyLoss,Adam,0.001,0.7942043721403151,0.8111020740138267,0.7902935967313733,0.7884319581317337,106.0
KAG-159,2023-07-07 11:31:43,"[""fe"",""transf 0""]",convnext_large,30,32,CrossEntropyLoss,AdamW,0.001,0.7954245043213014,0.8106954046360308,0.7870727011051654,0.7903972889415747,106.0
KAG-160,2023-07-07 13:21:43,"[""fe"",""transf 0""]",convnext_large,30,32,CrossEntropyLoss,Adamax,0.002,0.7917132689374682,0.8106954046360308,0.780952128267426,0.7870669743020967,106.0
KAG-161,2023-07-07 15:11:39,"[""fe"",""transf 0""]",convnext_large,30,32,CrossEntropyLoss,NAdam,0.002,0.7966446365022877,0.813135420902806,0.7892982555510839,0.7904454099742394,106.0
KAG-162,2023-07-07 17:22:22,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,Adam,0.001,0.7948652770716828,0.810492069947133,0.7864187306745103,0.7878268414456491,128.0
KAG-163,2023-07-07 19:34:19,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,AdamW,0.001,0.7990340620233858,0.8119154127694185,0.7897446874052876,0.7930469135551226,128.0
KAG-165,2023-07-07 23:12:07,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,Adamax,0.002,0.7940010167768174,0.8096787311915412,0.7871294946513834,0.7899601718959602,160.0
KAG-166,2023-07-07 23:28:00,"[""fe"",""transf 0""]",convnext_large,35,8,CrossEntropyLoss,Adam,0.001,0.7931367564819521,0.8086620577470517,0.7864350738074299,0.7886934440074688,141.0
KAG-167,2023-07-08 01:53:31,"[""fe"",""transf 0""]",convnext_large,35,8,CrossEntropyLoss,AdamW,0.001,0.7934926283680732,0.8098820658804392,0.7900126366137187,0.7915025887843652,141.0
KAG-168,2023-07-08 01:57:07,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,NAdam,0.002,0.7933401118454498,0.8082553883692558,0.7807023638582911,0.7899890021181732,167.0
KAG-169,2023-07-08 04:19:11,"[""fe"",""transf 0""]",convnext_large,35,8,CrossEntropyLoss,Adamax,0.002,0.7952211489578037,0.8113054087027247,0.7890320552632406,0.7917997944574746,140.0
KAG-170,2023-07-08 06:43:38,"[""fe"",""transf 0""]",convnext_large,35,8,CrossEntropyLoss,NAdam,0.002,0.7905948144382308,0.8086620577470517,0.7809817141740407,0.787441767190868,140.0
KAG-174,2023-07-08 18:29:22,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,Adam,0.001,0.7941535332994407,0.8084587230581537,0.7795135483379458,0.7893530413340593,128.0
KAG-175,2023-07-08 20:41:23,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,AdamW,0.001,0.7931875953228266,0.8106954046360308,0.7867214463043286,0.7879632550338416,128.0
KAG-176,2023-07-08 22:53:24,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,Adamax,0.002,0.7942552109811896,0.8088653924359496,0.7900234481228086,0.7905473756866257,128.0
KAG-177,2023-07-09 01:05:27,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,NAdam,0.002,0.7937468225724453,0.8098820658804392,0.7838021003608805,0.7890324111054017,128.0
KAG-178,2023-07-09 11:16:58,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,Adam,1.0E-4,0.791814946619217,0.8098820658804392,0.7810482129045829,0.784852982825667,128.0
KAG-179,2023-07-09 13:29:01,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,AdamW,1.0E-4,0.7891204880528724,0.8080520536803578,0.781358414444494,0.7881591309553488,128.0
KAG-180,2023-07-09 15:41:00,"[""fe"",""transf 0""]",convnext_large,35,16,CrossEntropyLoss,Adamax,2.0E-4,0.7843416370106762,0.8043920292801952,0.7769432180470055,0.7822686501859549,128.0
KAG-182,2023-07-09 17:59:25,"[""fe"",""transf 0""]",convnext_large,25,12,CrossEntropyLoss,Adam,0.001,0.7998983223182511,0.8135420902806019,0.794969243177802,0.7938791742346,98.0
KAG-184,2023-07-09 18:01:39,"[""fe"",""transf 0""]",convnext_large,25,12,CrossEntropyLoss,Adamax,0.002,0.800355871886121,0.8135420902806019,0.7939114840816759,0.7929150576858828,122.0
KAG-185,2023-07-09 19:41:40,"[""fe"",""transf 0""]",convnext_large,25,12,CrossEntropyLoss,AdamW,0.001,0.7976614133197762,0.8151687677917853,0.7901331730156128,0.7950965091688587,97.0
KAG-186,2023-07-09 20:08:47,"[""fe"",""transf 0""]",convnext_large,25,12,CrossEntropyLoss,NAdam,0.002,0.7933909506863244,0.810492069947133,0.7849501806058619,0.7909993318172028,112.0
KAG-187,2023-07-09 22:38:52,"[""fe"",""transf 1""]",convnext_large,25,12,CrossEntropyLoss,AdamW,0.001,0.7998983223182511,0.8108987393249288,0.788890571562485,0.7915488019346775,98.0
KAG-188,2023-07-09 22:49:49,"[""fe"",""transf 2""]",convnext_large,25,12,CrossEntropyLoss,AdamW,0.001,0.8231316725978647,0.7873119154127695,0.8279245314267449,0.7578831578929517,116.0
